Locality,City,Type,Months,Year,Price Range,Min_Price,Max_Price,Average Price,Q-o-Q,QOQ_missing
Oshiwara,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2019,14868-27268,14868,27268,21068,6,0
Oshiwara,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2019,13639-25973,13639,25973,19806,5,0
Oshiwara,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2018,14362-27291,14362,27291,20827,11,0
Oshiwara,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2018,16696-30183,16696,30183,23440,11,0
Pali Hill,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,35853-61452,35853,61452,48653,1,0
Pali Hill,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,35747-62132,35747,62132,48939,6,0
Pali Hill,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,37353-66345,37353,66345,51849,9,0
Pali Hill,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,35792-59549,35792,59549,47671,4,0
Pali Hill,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2023,35961-63845,35961,63845,49903,2,0
Pali Hill,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2023,36735-60722,36735,60722,48728,10,0
Pali Hill,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2023,38989-68874,38989,68874,53932,8,0
Pali Hill,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2022,43458-73421,43458,73421,58440,3,0
Pali Hill,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2022,41263-72288,41263,72288,56775,10,0
Pali Hill,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2022,36449-66481,36449,66481,51465,2,0
Pali Hill,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2022,36401-64827,36401,64827,50614,0.5,0
Pali Hill,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2021,37590-63165,37590,63165,50377,1,0
Pali Hill,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2021,39085-62792,39085,62792,50939,10,0
Pali Hill,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2021,36224-56317,36224,56317,46270,6,0
Pali Hill,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2021,38813-60111,38813,60111,49462,18,0
Pali Hill,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2020,29390-54285,29390,54285,41837,14,0
Pali Hill,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2020,37371-60323,37371,60323,48847,7,0
Pali Hill,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2020,35709-55573,35709,55573,45641,5,0
Pali Hill,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2020,33259-53566,33259,53566,43413,4,0
Pali Hill,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2019,33943-56332,33943,56332,45138,3,0
Pali Hill,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2019,33099-54308,33099,54308,43703,0.3,0
Pali Hill,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2019,33706-53412,33706,53412,43559,1,0
Pali Hill,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2019,32820-53217,32820,53217,43018,0.1,0
Pali Hill,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2018,32498-53426,32498,53426,42962,1,0
Pali Hill,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2018,32987-53808,32987,53808,43397,8,0
Pant Nagar,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,15723-27721,15723,27721,21722,1,0
Pant Nagar,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,16005-27915,16005,27915,21960,6,0
Pant Nagar,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,17974-28806,17974,28806,23390,9,0
Pant Nagar,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,15823-27115,15823,27115,21469,12,0
Pant Nagar,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2023,13808-24431,13808,24431,19120,2,0
Pant Nagar,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2023,13602-24052,13602,24052,18827,2,0
Pant Nagar,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2023,13168-23876,13168,23876,18522,1,0
Pant Nagar,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2022,13718-23859,13718,23859,18788,0.3,0
Pant Nagar,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2022,13890-23797,13890,23797,18844,3,0
Pant Nagar,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2022,14643-24218,14643,24218,19431,7,0
Pant Nagar,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2022,13315-22880,13315,22880,18098,3,0
Pant Nagar,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2021,12720-22450,12720,22450,17585,3,0
Pant Nagar,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2021,12452-21782,12452,21782,17117,18,0
Pant Nagar,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2021,14986-26902,14986,26902,20944,5,0
Pant Nagar,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2021,14440-25482,14440,25482,19961,7,0
Pant Nagar,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2020,15017-27857,15017,27857,21437,2,0
Pant Nagar,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2020,15394-26465,15394,26465,20930,6,0
Pant Nagar,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2020,15449-28931,15449,28931,22190,27,0
Pant Nagar,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2020,13238-21646,13238,21646,17442,25,0
Pant Nagar,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2019,17013-29524,17013,29524,23269,8,0
Pant Nagar,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2019,16061-26995,16061,26995,21528,4,0
Pant Nagar,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2019,14921-26318,14921,26318,20619,3,0
Pant Nagar,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2019,14562-25499,14562,25499,20030,3,0
Pant Nagar,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2018,14909-24129,14909,24129,19519,9,0
Pant Nagar,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2018,13020-22802,13020,22802,17911,9,0
Parel,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,24701-41786,24701,41786,33244,4,0
Parel,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,23945-40115,23945,40115,32030,4,1
Parel,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,24203-39830,24203,39830,32017,2,0
Parel,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,23545-39099,23545,39099,31322,1,0
Parel,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2023,23383-38888,23383,38888,31135,1,0
Parel,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2023,23209-38620,23209,38620,30915,3,0
Parel,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2023,22521-37740,22521,37740,30131,1,0
Parel,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2022,22799-37927,22799,37927,30363,5,0
Parel,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2022,22383-35571,22383,35571,28977,1,0
Parel,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2022,21896-35409,21896,35409,28653,4,0
Parel,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2022,20871-34246,20871,34246,27559,2,0
Parel,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2021,20404-33775,20404,33775,27090,1,0
Parel,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2021,20991-33938,20991,33938,27464,2,0
Parel,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2021,21054-35039,21054,35039,28047,4,0
Parel,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2021,20473-33673,20473,33673,27073,1,0
Parel,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2020,20606-33961,20606,33961,27283,0.4,0
Parel,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2020,20397-33924,20397,33924,27161,0.5,0
Parel,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2020,20337-33728,20337,33728,27032,0.1,0
Parel,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2020,20789-33354,20789,33354,27072,1,0
Parel,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2019,20793-32642,20793,32642,26717,1,0
Parel,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2019,21363-32393,21363,32393,26878,1,0
Parel,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2019,21283-32918,21283,32918,27101,1,0
Parel,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2019,21163-33314,21163,33314,27238,3,0
Parel,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2018,22263-33730,22263,33730,27997,1,0
Parel,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2018,21732-33505,21732,33505,27618,1,0
Pathanwadi Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,14568-23376,14568,23376,18972,2.3,1
Peddar Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,40027-66591,40027,66591,53309,3,0
Peddar Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,39393-63755,39393,63755,51574,3,1
Pedder Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,40640-66715,40640,66715,53678,3,0
Pedder Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,39818-64491,39818,64491,52154,0.2,0
Pedder Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,39054-65512,39054,65512,52283,2,0
Pedder Road,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,38985-63195,38985,63195,51090,3,0
Pedder Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2023,37996-61584,37996,61584,49790,2,0
Pedder Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2023,38101-63178,38101,63178,50639,9,0
Pedder Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2023,41542-70186,41542,70186,55864,0.1,0
Pedder Road,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2022,41920-69689,41920,69689,55804,1,0
Pedder Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2022,43318-67723,43318,67723,55521,7,0
Pedder Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2022,40627-63027,40627,63027,51827,2,0
Pedder Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2022,41634-63791,41634,63791,52712,3,0
Pedder Road,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2021,40753-61991,40753,61991,51372,8,0
Pedder Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2021,43411-68192,43411,68192,55801,5,0
Pedder Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2021,40967-65748,40967,65748,53357,4,0
Pedder Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2021,38916-63829,38916,63829,51373,4.5,1
Pedder Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2019,40810-65631,40810,65631,53221,2,0
Pedder Road,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2018,41759-66672,41759,66672,54216,3,1
Pedder Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2018,41882-66548,41882,66548,54215,3,0
Penkarpada,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,8164-10620,8164,10620,9392,-0.1,1
Penkarpada,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,8094-10702,8094,10702,9398,3,0
Penkarpada,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2023,7949-10261,7949,10261,9105,1,0
Penkarpada,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2023,8028-9972,8028,9972,9000,2,0
Penkarpada,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2023,7877-9833,7877,9833,8855,0.5,0
Penkarpada,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2022,7742-10050,7742,10050,8896,2,0
Penkarpada,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2022,7638-10533,7638,10533,9085,0.4,0
Penkarpada,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2022,7621-10473,7621,10473,9047,4,0
Penkarpada,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2022,7855-10981,7855,10981,9418,5,0
Penkarpada,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2021,7547-10363,7547,10363,8955,2,0
Penkarpada,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2021,7409-10190,7409,10190,8800,3.5,1
Perry Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,32676-54635,32676,54635,43655,-0.1,1
Perry Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,32545-54849,32545,54849,43697,4,0
Perry Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,33414-57284,33414,57284,45349,4,1
Perry Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2023,33758-55352,33758,55352,44555,4,1
Pirojshanagar,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,25492-44407,25492,44407,34950,2.1,1
Pirojshanagar,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,24836-43631,24836,43631,34234,2.6,1
Pirojshanagar,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2023,23595-43129,23595,43129,33362,14,0
Pirojshanagar,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2023,21489-37156,21489,37156,29323,5,0
Pirojshanagar,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2022,23267-38500,23267,38500,30883,3,0
Pirojshanagar,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2022,22489-37413,22489,37413,29951,8,0
Pirojshanagar,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2022,22047-33647,22047,33647,27847,1,0
Pirojshanagar,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2022,22086-34434,22086,34434,28260,1,0
Pirojshanagar,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2021,22557-34330,22557,34330,28443,1,1
Pirojshanagar,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2021,18455-26393,18455,26393,22424,1,1
PL Lokhande Marg,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,17058-29538,17058,29538,23298,8,0
PL Lokhande Marg,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,16027-26980,16027,26980,21504,4,0
PL Lokhande Marg,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,17031-27617,17031,27617,22324,0.2,0
PL Lokhande Marg,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,17144-27598,17144,27598,22371,2.1,1
Pleasant Park,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,8684-10795,8684,10795,9739,2,0
Pleasant Park,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,8378-11450,8378,11450,9914,2,0
Pleasant Park,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,8424-11025,8424,11025,9725,0.1,0
Pleasant Park,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,8622-10851,8622,10851,9737,1.05,1
Pleasant Park,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2022,7882-9616,7882,9616,8749,1,0
Pleasant Park,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2022,7796-9856,7796,9856,8826,2,0
Pleasant Park,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2022,7468-9863,7468,9863,8665,2,0
Pleasant Park,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2022,7397-9569,7397,9569,8483,1,0
Pleasant Park,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2021,7453-9704,7453,9704,8579,3,0
Pleasant Park,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2021,7409-9273,7409,9273,8341,2,0
Pleasant Park,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2021,7088-9235,7088,9235,8161,0.3,0
Pleasant Park,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2021,7136-9236,7136,9236,8186,1,0
Pleasant Park,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2020,7156-9372,7156,9372,8264,0.4,0
Pleasant Park,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2019,7131-9190,7131,9190,8160,5,0
Pleasant Park,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2019,7301-9902,7301,9902,8602,2.7,1
Powai,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,17777-30242,17777,30242,24010,3,0
Powai,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,17372-29098,17372,29098,23235,1,0
Powai,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,17214-28933,17214,28933,23073,2,0
Powai,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,16790-28287,16790,28287,22538,3,0
Powai,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2023,16441-27262,16441,27262,21852,2,0
Powai,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2023,16248-26623,16248,26623,21435,2,0
Powai,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2023,16101-25754,16101,25754,20928,1,0
Powai,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2022,16213-25861,16213,25861,21037,1,0
Powai,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2022,16070-25717,16070,25717,20893,3,0
Powai,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2022,15860-24869,15860,24869,20364,2,0
Powai,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2022,15614-24507,15614,24507,20061,0.1,0
Powai,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2021,15683-24490,15683,24490,20087,2,0
Powai,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2021,15608-23909,15608,23909,19758,2,0
Powai,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2021,15222-23333,15222,23333,19278,1,0
Powai,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2021,15003-23005,15003,23005,19004,2,0
Powai,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2020,14928-22443,14928,22443,18685,1,0
Powai,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2019,15403-23214,15403,23214,19309,1,0
Powai,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2019,15501-22871,15501,22871,19186,1,1
Powai,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2019,15412-22946,15412,22946,19179,1,0
Powai,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2019,15322-22767,15322,22767,19044,1,0
Powai,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2018,15146-22581,15146,22581,18864,1,0
Powai,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2018,15141-22363,15141,22363,18752,6,0
Prabhadevi,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,34535-61620,34535,61620,48077,2,0
Prabhadevi,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,34351-59768,34351,59768,47060,3,0
Prabhadevi,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,35517-61872,35517,61872,48694,5,0
Prabhadevi,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,33936-58509,33936,58509,46222,6,0
Prabhadevi,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2023,31343-55978,31343,55978,43660,5,0
Prabhadevi,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2023,30264-52631,30264,52631,41447,1,0
Prabhadevi,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2023,31071-52815,31071,52815,41943,2,0
Prabhadevi,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2022,30453-51792,30453,51792,41122,5,0
Prabhadevi,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2022,29958-48662,29958,48662,39310,2,0
Prabhadevi,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2022,29271-47536,29271,47536,38404,2,0
Prabhadevi,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2022,29188-48817,29188,48817,39002,3,0
Prabhadevi,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2021,28973-47030,28973,47030,38002,3,0
Prabhadevi,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2021,28357-45152,28357,45152,36755,2,0
Prabhadevi,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2021,28184-43847,28184,43847,36015,1,0
Prabhadevi,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2021,28338-44498,28338,44498,36418,0.4,0
Prabhadevi,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2020,27984-44582,27984,44582,36283,6,0
Prabhadevi,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2020,14999-22690,14999,22690,18845,2,0
Prabhadevi,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2020,15167-23260,15167,23260,19214,4,1
Prabhadevi,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2020,15254-23144,15254,23144,19199,1,0
Prabhadevi,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2019,27080-44652,27080,44652,35866,2,0
Prabhadevi,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2019,27757-45503,27757,45503,36630,1,0
Prabhadevi,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2019,27490-45330,27490,45330,36410,0.5,0
Prabhadevi,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2019,27668-45499,27668,45499,36583,4,0
Prabhadevi,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2018,29689-46831,29689,46831,38260,2,0
Prabhadevi,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2018,28561-46414,28561,46414,37487,0.4,0
Prabhadevi New Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,37080-63740,37080,63740,50410,5,0
Prabhadevi New Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,35585-60469,35585,60469,48027,5,0
Prabhadevi New Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,33732-58008,33732,58008,45870,1,0
Prabhadevi New Road,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,33372-57220,33372,57220,45296,3,1
Prabhadevi New Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2020,26252-42501,26252,42501,34376,1,0
Prabhadevi New Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2020,26425-42792,26425,42792,34608,2,0
Prabhadevi New Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2020,26667-44172,26667,44172,35420,1,0
Raheja Vihar,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,16723-24788,16723,24788,20756,3,0
Raheja Vihar,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,16843-23414,16843,23414,20129,5,0
Raheja Vihar,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,15788-22543,15788,22543,19165,1,0
Raheja Vihar,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,15149-22801,15149,22801,18975,0.1,0
